	sentence	lemmatized	pos tags	noun chunks	lemmatized_iliass	pos tags_iliass	noun chunks_iliass
0	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die für ein Sicherungsprojekt vorzulegenden Nachweis-Items anzugeben.	"('muss', 'muss')
('Nachweisarten', 'Nachweisart')
('Nachweis-Items', 'Nachweis-Item')"	"('muss', 'VERB')
('bieten', 'VERB')
('liefernden', 'ADJ')
('anzugeben', 'VERB')"	"('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweisarten', 'Nachweis Art')"	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('liefernden', 'liefernd')
('anzugeben', 'angeben')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweisarten', 'Nachweisart')
('Nachweis-Items', 'Nachweis-Item')"		"('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Nachweisarten', 'Nachweis Art')
('Nachweis-Items', 'Nachweis Item')"
2	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, ein vorhandenes Nachweis-Charakterisierungsmodell für ein Sicherungsprojekt auszuwählen.	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('auszuwählen', 'auswählen')
('vorhandenes', 'vorhanden')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')"	"('muss', 'VERB')
('bieten', 'VERB')
('vorhandenes', 'ADJ')
('auszuwählen', 'VERB')"	"('vorhandenes Nachweis-Charakterisierungsmodell', 'vorhanden Nachweis Charakterisierung Modell')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')"	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('auszuwählen', 'auswählen')
('vorhandenes', 'vorhanden')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')"
3	Die OPENCOSS-Plattform muss die Merkmale der Nachweis-Items eines Sicherungsprojekts gemäß der CCL speichern.	"('muss', 'muss')
('Merkmale', 'Merkmal')
('Nachweis-Items', 'Nachweis-Item')
('CCL', 'CCL')
('gemäß', 'gemäß')
('speichern', 'speichern')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Nachweis-Items', 'Nachweis-Items')"	"('muss', 'VERB')
('speichern', 'VERB')"	"('Merkmale der Nachweis-Items eines Sicherungsprojekts', 'Merkmal Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', 'CCL')"	"('muss', 'muss')
('Merkmale', 'Merkmal')
('Nachweis-Items', 'Nachweis-Item')
('CCL', 'CCL')
('gemäß', 'gemäß')
('speichern', 'speichern')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Item')"		"('Merkmale der Nachweis-Items eines Sicherungsprojekts', 'Merkmal Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', 'CCL')"
4	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Nachweisart für das gegebene Nachweis-Item eines Sicherungsprojekts anzugeben.	"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisart', 'Nachweisart')
('Nachweis-Item', 'Nachweis-Item')
('bieten', 'bieten')
('gegebene', 'gegeben')
('anzugeben', 'angeben')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('bieten', 'VERB')
('gegebene', 'ADJ')
('anzugeben', 'VERB')"	"('gegebene Nachweis-Item', 'gegeben Nachweis Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nachweisart', 'Nachweis Art')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
5	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisarten, die bereits in anderen Projekten definiert wurden, in Sicherungsprojekten wiederzuverwenden.	"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('wurden', 'sein')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisarten', 'Nachweisart')
('Sicherungsprojekten', 'Sicherungsprojekt')
('bereits', 'bereit')
('Projekten', 'Projekt')
('definiert', 'definieren')
('wiederzuverwenden', 'wiederverwenden')
('Pojekten', 'Pojekten')
('Sicherungsprojekten', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('wurden', 'sein')
('Pojekten', 'Pojekt')
('Nachweisarten', 'Nachweisart')
('Sicherungsprojekten', 'Sicherungsprojekten')"	"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('definiert', 'VERB')
('wiederzuverwenden', 'VERB')"	"('Pojekten', 'Pojekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Sicherungsprojekten', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisarten', 'Nachweis Art')"	"('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('wurden', 'sein')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweisarten', 'Nachweisart')
('Sicherungsprojekten', 'Sicherungsprojekt')
('bereits', 'bereit')
('definiert', 'definieren')
('wiederzuverwenden', 'wiederverwenden')
('Projekten', Projekt')
('Sicherungsprojekten', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('wurden', 'sein')
('Nachweisarten', 'Nachweisart')
('Sicherungsprojekten', 'Sicherungsprojekt')"
6	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, das Artefakt, mit dem die Nachweis-Items eines Sicherungsprojekts verbunden sind, anzugeben	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Artefakt', 'Artefakt')
('Nachweis-Items', 'Nachweis-Item')
('verbunden', 'verbinden')
('anzugeben', 'angeben')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekts')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Items')"	"('muss', 'VERB')
('bieten', 'VERB')
('verbunden', 'VERB')
('anzugeben', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekts')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')"	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Artefakt', 'Artefakt')
('verbunden', 'verbinden')
('anzugeben', 'angeben')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"		"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')"
7	Die OPENCOSS-Plattform muss die CCL-Informationen des Artefakts, mit dem ein Nachweis-Item eines Sicherungsprojekts verbunden ist, speichern.	"('muss', 'muss')
('verbunden', 'verbinden')
('CLL-Informationen', 'CLL-Information')
('Artefakts', 'Artefakts')
('Nachweis-Item', 'Nachweis-Item')
('speichern', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekts')
('CCL-Informationen', 'CCL-Information')
('CCL-Informationen', 'CCL-Informationen')
('Artefakts', 'Artefakt')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('verbunden', 'VERB')
('speichern', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekts')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakts', 'Artefakt')
('Nachweis-Item', 'Nachweis Item')
('CCL-Informationen', 'CCL Information')"	"('muss', 'muss')
('verbunden', 'verbinden')
('CLL-Informationen', 'CLL-Information')
('Artefakts', 'Artefakt')
('Nachweis-Item', 'Nachweis-Item')
('speichern', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Artefakts', 'Artefakt')
('Sicherungsprojekts', 'Sicherungsprojekt')"		"('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakts', 'Artefakt')
('Nachweis-Item', 'Nachweis Item')
('CCL-Informationen', 'CCL Information')"
8	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Informationen über das Artefakt, mit dem ein Nachweis-Item eines Sicherungsprojekts verbunden ist, zu ändern.	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Artefakt', 'Artefakt')
('verbunden', 'verbinden')
('ändern', 'ändern')
('Nachweis-Item', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('bieten', 'VERB')
('verbunden', 'VERB')
('ändern', 'VERB')"	"('Nachweis-Item eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')"
9	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts mit einem Artefakt, das in einem anderen Projekt verwendet wurde, zu verknüpfen.	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('Artefakts', 'Artefakt')
('Projekt', 'Projekt')
('anderen', 'ander')
('verwendet', 'verwenden')
('verknüpfen', 'verknüpfen')
('Artefakt', 'Artefakt')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Item')"	"('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('verwendet', 'VERB')
('verknüpfen', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekts')
('anderen Projekt', 'ander Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')"			"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('anderen Projekt', 'ander Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Artefakt', 'Artefakt')"
10	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts zu löschen.	"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('löschen', 'löschen')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Item')"	"('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Opencoss-Plattform', 'Opencoss Plattform')"	"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('löschen', 'löschen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"		"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
11	Wenn ein Nutzer ein Nachweis-Item aus einem Sicherungsprojekt löschen möchte, muss die OPENCOSS-Plattform vom Nutzer eine Bestätigung für diese Aktion und die nachfolgenden damit verbundenen Aktionen anfordern.	"('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'muss')
('nachfolgenden', 'nachfolgend')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('Bestätigung', 'Bestätigung')
('Aktion', 'Aktion')
('Aktionen', 'Aktion')
('verbundenen', 'verbunden')
('anfordern', 'anfordern')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')"	"('löschen', 'VERB')
('möchte', 'VERB')
('muss', 'VERB')
('nachfolgenden', 'ADJ')
('verbundenen', 'ADJ')
('anfordern', 'VERB')"	"('nachfolgenden damit verbundenen Aktionen', 'nachfolgend damit verbunden Aktion')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Aktion', 'Aktion')
('Nachweis-Item', 'Nachweis Item')
('Bestätigung', 'Bestätigung')"
12	Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird, muss die OPENCOSS-Plattform alle Beweisinformationen (Arten und Merkmale), die sich auf das Nachweis-Item aus dem Projekt beziehen löschen.	"('gelöscht', 'löschen')
('wird', 'sein')
('muss', 'muss')
('Nachweis-Item', 'Nachweis-Item')
('Beweisinformationen', 'Beweisinformation')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('Projekt', 'Projekt')
('beziehen', 'beziehen')
('löschen', 'löschen')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')"	"('gelöscht', 'VERB')
('muss', 'VERB')
('beziehen', 'VERB')"	"('Merkmale', 'Merkmal')
('Arten', 'Art')
('Beweisinformationen', 'Beweis Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachweis-Item', 'Nachweis Item')"		"('gelöscht', 'VERB')
('muss', 'VERB')
('beziehen', 'VERB')
('löschen', 'VERB')"
13	Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird und sein zugehöriges Artefakt nicht mit anderen Nachweis-Items verbunden ist, muss die OPENCOSS-Plattform das Artefakt aus dem Projekt löschen.	"('gelöscht', 'löschen')
('zugehöriges', 'zugehörig')
('Nachweis-Item', 'Nachweis-Item')
('Artefakt', 'Artefakt')
('Nachweis-Items', 'Nachweis-Item')
('Projekt', 'Projekt')
('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('löschen', 'löschen')
('Sicherungsprojekt', 'Sicherungsprojekt')
('wird', 'sein')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')"	"('gelöscht', 'VERB')
('zugehöriges', 'ADJ')
('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')"	"('zugehöriges Artefakt', 'zugehörig Artefakt')
('Nachweis-Item aus einem Sicherungsprojekt', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachweis-Items', 'Nachweis Item')
('Artefakt', 'Artefakt')"	"('gelöscht', 'löschen')
('zugehöriges', 'zugehörig')
('Nachweis-Item', 'Nachweis-Item')
('Artefakt', 'Artefakt')
('Projekt', 'Projekt')
('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('löschen', 'löschen')
('Sicherungsprojekt', 'Sicherungsprojekt')
('wird', 'sein')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')"	"('gelöscht', 'VERB')
('zugehöriges', 'ADJ')
('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')"	"('zugehöriges Artefakt', 'zugehörig Artefakt')
('Nachweis-Item aus einem Sicherungsprojekt', 'Nachweis Item aus ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachweis-Items', 'Nachweis Item')
('Artefakt', 'Artefakt')"
14	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Informationen der Nachweis-Items eines Sicherungsprojekts zu ändern.	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis-Item')
('ändern', 'ändern')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekts')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"	"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis-Item')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')
('löschen', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
15	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items in ein Sicherungsprojekt zu kopieren, die zuvor in einem anderen Sicherungsprojekt gespeichert wurden.	"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('kopieren', 'kopieren')
('anderen', 'ander')
('gespeichert', 'speichern')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('wurden', 'sein')
('Nachweis-Items', 'Nachweis-Item')"	"('muss', 'VERB')
('bieten', 'VERB')
('kopieren', 'VERB')
('anderen', 'ADJ')
('gespeichert', 'VERB')"	"('anderen Sicherungsprojekt', 'ander Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"	"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('kopieren', 'kopieren')
('anderen', 'ander')
('gespeichert', 'speichern')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('wurden', 'sein')"
16	Die OPENCOSS-Plattform muss die Zeit und das Datum der Aktionen, die an den Nachweis-Items eines Sicherungsprojekts durchgeführt wurden, speichern.	"('muss', 'muss')
('durchgeführt', 'durchführen')
('wurden', 'sein')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Nachweis-Items', 'Nachweis-Item')
('speichern', 'speichern')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('durchgeführt', 'VERB')
('speichern', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Datum', 'Datum')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zeit', 'Zeit')
('Aktionen', 'Aktion')"	"('muss', 'muss')
('durchgeführt', 'durchführen')
('wurden', 'sein')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Nachweis-Items', 'Nachweis-Item')
('speichern', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"
17	Die OPENCOSS-Plattform muss das Nachweis-Repository eines Sicherungsprojekts aus dessen Nachweis-Charakterisierungsmodell erstellen.	"('muss', 'muss')
('Nachweis-Repository', 'Nachweis-Repository')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('erstellen', 'erstellen')
('Nachweis-Repository', 'Nachweis-Repository')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('erstellen', 'VERB')"	"('das Nachweis-Repository eines Sicherungsprojekts', 'der Nachweis Repository ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierung Modell')"
18	Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts als vollständig auszuzeichnen.	"('muss', 'muss')
('bieten', 'bieten')
('vollständig', 'vollständig')
('auszuzeichnen', 'auszeichnen')
('Nutzer', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikationen', 'Merkmalsspezifikation')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('muss', 'VERB')
('bieten', 'VERB')
('vollständig', 'ADJ')
('auszuzeichnen', 'VERB')"	"('Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts', 'Merkmal Spezifikation Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"	"('muss', 'muss')
('bieten', 'bieten')
('vollständig', 'vollständig')
('auszuzeichnen', 'auszeichnen')
('Nutzer', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikationen', 'Merkmalsspezifikation')
('Sicherungsprojekts', 'Sicherungsprojekt')"
19	Wenn die Merkmalsspezifikation für ein Nachweis-Item eines Sicherungsprojekts als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item grün einfärben.	"('vollständig', 'vollständig')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('angesehen', 'ansehen')
('muss', 'muss')
('grün', 'grün')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Merkmalsspezifikatoin', 'Merkmalsspezifikatoin')
('Sicherungsprojekts', 'Sicherungsprojekt')"	"('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('grün', 'ADJ')
('einfärben', 'VERB')"	"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')"	"('vollständig', 'vollständig')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('angesehen', 'ansehen')
('muss', 'muss')
('grün', 'grün')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')"		"('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
