;sentence;lemmatized;pos tags;noun chunks
10;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts zu löschen.;"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('löschen', 'löschen')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'S";"('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Opencoss-Plattform', 'Opencoss Plattform')"
11;Wenn ein Nutzer ein Nachweis-Item aus einem Sicherungsprojekt löschen möchte, muss die OPENCOSS-Plattform vom Nutzer eine Bestätigung für diese Aktion und die nachfolgenden damit verbundenen Aktionen anfordern.;"('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'muss')
('nachfolgenden', 'nachfolgend')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('Bestätigung', 'Bestätigung')
('Aktion', 'Aktion')
('Aktionen', 'Aktion')
('verbundenen', 'verbunden')
('";"('löschen', 'VERB')
('möchte', 'VERB')
('muss', 'VERB')
('nachfolgenden', 'ADJ')
('verbundenen', 'ADJ')
('anfordern', 'VERB')";"('nachfolgenden damit verbundenen Aktionen', 'nachfolgend damit verbunden Aktion')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Aktion', 'Aktion')
('Nachweis-Item', 'Nachweis Item')
('Bestä"
12;Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird, muss die OPENCOSS-Plattform alle Beweisinformationen (Arten und Merkmale), die sich auf das Nachweis-Item aus dem Projekt beziehen löschen.;"('gelöscht', 'löschen')
('wird', 'sein')
('muss', 'muss')
('Nachweis-Item', 'Nachweis-Item')
('Beweisinformationen', 'Beweisinformation')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('Projekt', 'Projekt')
('beziehen', 'beziehen')
('löschen', 'löschen')
('Sic";"('gelöscht', 'VERB')
('muss', 'VERB')
('beziehen', 'VERB')
('löschen', 'VERB')";"('Merkmale', 'Merkmal')
('Arten', 'Art')
('Beweisinformationen', 'Beweis Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachweis-Item', 'Nachweis Item')"
13;Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird und sein zugehöriges Artefakt nicht mit anderen Nachweis-Items verbunden ist, muss die OPENCOSS-Plattform das Artefakt aus dem Projekt löschen.;"('gelöscht', 'löschen')
('zugehöriges', 'zugehörig')
('Nachweis-Item', 'Nachweis-Item')
('Artefakt', 'Artefakt')
('Nachweis-Items', 'Nachweis-Item')
('Projekt', 'Projekt')
('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('löschen', 'lösch";"('gelöscht', 'VERB')
('zugehöriges', 'ADJ')
('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')";"('zugehöriges Artefakt', 'zugehörig Artefakt')
('Nachweis-Item aus einem Sicherungsprojekt', 'Nachweis Item aus ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachwe"
14;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Informationen der Nachweis-Items eines Sicherungsprojekts zu ändern.;"('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis-Item')
('ändern', 'ändern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicher";"('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')
('löschen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
15;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items in ein Sicherungsprojekt zu kopieren, die zuvor in einem anderen Sicherungsprojekt gespeichert wurden.;"('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('kopieren', 'kopieren')
('anderen', 'ander')
('gespeichert', 'speichern')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-";"('muss', 'VERB')
('bieten', 'VERB')
('kopieren', 'VERB')
('anderen', 'ADJ')
('gespeichert', 'VERB')";"('anderen Sicherungsprojekt', 'ander Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
16;Die OPENCOSS-Plattform muss die Zeit und das Datum der Aktionen, die an den Nachweis-Items eines Sicherungsprojekts durchgeführt wurden, speichern.;"('muss', 'muss')
('durchgeführt', 'durchführen')
('wurden', 'sein')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Nachweis-Items', 'Nachweis-Item')
('speichern', 'speichern')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts";"('muss', 'VERB')
('durchgeführt', 'VERB')
('speichern', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Datum', 'Datum')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zeit', 'Zeit')
('Aktionen', 'Aktion')"
17;Die OPENCOSS-Plattform muss das Nachweis-Repository eines Sicherungsprojekts aus dessen Nachweis-Charakterisierungsmodell erstellen.;"('muss', 'muss')
('Nachweis-Repository', 'Nachweis-Repository')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('erstellen', 'erstellen')
('Nachweis-Repository', 'Nachweis-Repository')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform";"('muss', 'VERB')
('erstellen', 'VERB')";"('das Nachweis-Repository eines Sicherungsprojekts', 'der Nachweis Repository ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierung Modell')"
18;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts als vollständig auszuzeichnen.;"('muss', 'muss')
('bieten', 'bieten')
('vollständig', 'vollständig')
('auszuzeichnen', 'auszeichnen')
('Nutzer', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Möglichkeit', 'Möglichkeit')
('Merkmalsspezifikat";"('muss', 'VERB')
('bieten', 'VERB')
('vollständig', 'ADJ')
('auszuzeichnen', 'VERB')";"('Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts', 'Merkmal Spezifikation Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
19;Wenn die Merkmalsspezifikation für ein Nachweis-Item eines Sicherungsprojekts als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item grün einfärben.;"('vollständig', 'vollständig')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('angesehen', 'ansehen')
('muss', 'muss')
('grün', 'grün')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Pl";"('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('grün', 'ADJ')
('einfärben', 'VERB')";"('Nachweis-Item eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
20;Wenn die Merkmalsspezifikation für ein Nachweis-Item eines Sicherungsprojekts nicht als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item gelb einfärben.;"('vollständig', 'vollständig')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('angesehen', 'ansehen')
('muss', 'muss')
('gelb', 'gelb')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Pl";"('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('gelb', 'ADJ')
('einfärben', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
21;Die OPENCOSS-Plattform muss die Menge der Nachweis-Items eines Sicherungsprojekts mittels einer Baumansicht anzeigen.;"('muss', 'muss')
('Menge', 'Menge')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('anzeigen', 'anzeigen')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')";"('muss', 'VERB')
('anzeigen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Menge', 'Menge')"
22;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts Zwischenknoten in der Baumansicht zu definieren.;"('muss', 'muss')
('Nuzter', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Anzeige', 'Anzeige')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Zwischenknoten', 'Zwisc";"('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
23;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts Zwischenknoten in der Baumansicht zu modifizieren.;"('muss', 'muss')
('Nuzter', 'Nutzer')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('bieten', 'bieten')
('modifizieren', 'modifizieren')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform'";"('muss', 'VERB')
('bieten', 'VERB')
('modifizieren', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zwischenknoten', '"
24;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts Zwischenknoten in der Baumansicht zu löschen.;"('muss', 'muss')
('Möglichkeit', 'Möglichkeit')
('Nuzter', 'Nutzer')
('Baumansicht', 'Baumansicht')
('Nachweis-Items', 'Nachweis-Item')
('Anzeige', 'Anzeige')
('bieten', 'bieten')
('löschen', 'löschen')
('Nutzer', 'Nutzer')
('Zwischenknoten', 'Zwischenkno";"('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zwischenknoten', '"
25;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts in der Baumansicht Zwischenknoten mit Nachweis-Items zu verknüpfen.;"('muss', 'muss')
('Möglichkeit', 'Möglichkeit')
('Anzeige', 'Anzeige')
('Nutzer', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('bieten', 'bieten')
('verknüpfen', 'verknüpfen')
('Zwischenknoten', 'Zwischenknoten')
('OPENCOS";"('muss', 'VERB')
('bieten', 'VERB')
('verknüpfen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zwischenknoten', '"
26;Wenn für ein Sicherungsprojekt ein Nachweis-Charakterisierungsmodell ausgewählt wurde, muss die OPENCOSS-Plattform Zwischenknoten für die Baumansicht zur Anzeige der Nachweis-Items eines Projekts gemäß dem Nachweis-Charakterisierungsmodell vorschlagen.;"('ausgewählt', 'auswählen')
('Anzeige', 'Anzeige')
('Baumansicht', 'Baumansicht')
('Nachweis-Items', 'Nachweis-Item')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Projekts', 'Projekt')
('muss', 'muss')
('vorschlagen', 'vors";"('ausgewählt', 'VERB')
('muss', 'VERB')
('vorschlagen', 'VERB')
('gemäß', 'ADJ')";"('Nachweis-Items eines Projekts', 'Nachweis Item ein Projekt')
('Zwischenknoten', 'Zwischen Knoten')
('Anzeige', 'Anzeige')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charak"
27;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Nachweis-Items eines Sicherungsprojekts in die Baumstruktur, zur Anzeige der Nachweis-Items eines Projekts, aufzunehmen.;"('muss', 'muss')
('Möglichkeit', 'Möglichkeit')
('Nuzter', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('Baumstruktur', 'Baumstruktur')
('Projekts', 'Projekt')
('Anzeige', 'Anzeige')
('bieten', 'bieten')
('aufzunehmen', 'aufnehmen')
('Nutzer', 'Nutzer')";"('muss', 'VERB')
('bieten', 'VERB')
('aufzunehmen', 'VERB')";"('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Anzeige', 'Anzeige')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Baumstruktur', 'Baum Struktur')
('Nachweis-Items e"
28;Wenn ein Nachweis-Charakterisierungsmodell für ein Sicherungsprojekts ausgewählt wurde, die Nachweis-Items des Projekts mit Nachweisarten verknüpft sind und die Nachweisarten für die Definition von Zwischenknoten der Baumansicht, zur Anzeige der Nachweis-;"('ausgewählt', 'auswählen')
('Projekts', 'Projekt')
('Nachweis-Items', 'Nachweis-Item')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('verknüpft', 'verknüpfen')
('verwendet', 'verwenden')
('muss', 'muss')
('automatisch', 'aut";"('ausgewählt', 'VERB')
('verknüpft', 'VERB')
('verwendet', 'VERB')
('muss', 'VERB')
('automatisch', 'ADJ')
('verknüpften', 'VERB')
('aufnehmen', 'VERB')";"('die Baumansichtsknoten ihrer verknüpften Nachweisarten', 'der Baum Ansicht Knoten ihr verknüpfen Nachweis Art')
('Nachweis-Items des Projekts', 'Nachweis Item der Projekt')
('Zwischenknoten', 'Zwischen Knoten')
('Knoten', 'Knoten')
('Sicherungsprojekts'"
29;Die OPENCOSS-Plattform muss fähig sein, Berichte über den Nachweisbeleg eines Sicherungsprojekts in Form von HTML-Dateien zu generieren.;"('muss', 'muss')
('fähig', 'fähig')
('generieren', 'generieren')
('HTML-Dateien', 'HTML-Datei')
('Form', 'Form')
('Nachweisbeleg', 'Nachweisbeleg')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Berichte', 'Bericht')
('Sicherungsprojekts', 'Sicherungsproj";"('muss', 'VERB')
('fähig', 'ADJ')
('generieren', 'VERB')";"('Berichte über den Nachweisbeleg eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('HTML-Dateien', 'HTML Datei')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Form', 'Form')"
30;Die OPENCOSS-Plattform muss fähig sein, Berichte über den Nachweisbeleg eines Sicherungsprojekts anhand von Dokumenten in den Formaten PDF, RTF und MS Word zu erstellen.;"('muss', 'muss')
('fähig', 'fähig')
('erstellen', 'erstellen')
('Dokumenten', 'Dokument')
('Nachweisbeleg', 'Nachweisbeleg')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('RTF', 'RTF')
('Berichte', 'Bericht')
('PDF', 'PDF')
('Sicherungsprojekts', 'Sicheru";"('muss', 'VERB')
('fähig', 'ADJ')
('erstellen', 'VERB')";"('Formaten PDF, RTF und MS Word', 'Format PDF, RTF und MS Word')
('Berichte über den Nachweisbeleg eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('Dokumenten', 'Dokument')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
31;Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Informationen, die in den Berichten über die Nachweisbelege eines Sicherungsprojekts enthalten sein sollen, anzugeben.;"('muss', 'muss')
('bieten', 'bieten')
('enthalten', 'enthalten')
('sollen', 'sollen')
('anzugeben', 'angeben')
('Nutzer', 'Nutzer')
('Informationen', 'Information')
('Berichten', 'Bericht')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweisbelege', '";"('muss', 'VERB')
('bieten', 'VERB')
('enthalten', 'VERB')
('sollen', 'VERB')
('anzugeben', 'VERB')";"('Berichten über die Nachweisbelege eines Sicherungsprojekts', 'Bericht über der Nachweis Beleg ein Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
