51,"Die OPENCOSS-Plattform wird für jede Nachweisart, die vom Nutzer in eine Tabelle zur Visualisierung der Rückverfolgbarkeit aufgenommen werden soll, eine Spalte innerhalb dieser Tabelle vorhalten.","('aufgenommen', 'aufnehmen')
('soll', 'soll')
('vorhalten', 'vorhalten')","('aufgenommen', 'VERB')
('soll', 'VERB')
('vorhalten', 'VERB')","('Rückverfolgbarkeit', ' Rückverfolgbarkeit')
('Spalte', ' Spalte')
('Nachweisart', ' Nachweisart')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Tabelle', ' Tabelle')
('Visualisierung', ' Visualisierung')"
52,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweisrückverfolgbarkeitslinks in Rückverfolgbarkeitstabellen zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')","('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisrückverfolgbarkeitslinks', ' Nachweisrückverfolgbarkeitslinks')
('Rückverfolgbarkeitstabellen', 'Rückverfolgbarkeit Tabelle')"
53,"Bei der Verwendung von Tabellen zur Sicherung der Rückverfolgbarkeit von Nachweisen in einem Sicherungsprojekt muss die OPENCOSS-Plattform dem Nutzer die Möglichkeit bieten,  Nachweisarten aus einer anderen Tabelle auszuwählen.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('auszuwählen', 'auswählen')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('auszuwählen', 'VERB')","('Rückverfolgbarkeit', ' Rückverfolgbarkeit')
('anderen Tabelle', 'anderen Tabelle')
('Möglichkeit', ' Möglichkeit')
('Nachweisen', ' Nachweis')
('Nutzer', ' Nutzer')
('Tabellen', ' Tabelle')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Sicherung', ' Sicherung')
('Nachweisarten', ' Nachweisarten')
('Verwendung', ' Verwendung')"
54,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts nach den Bewertungskriterien aus der CCL zu bewerten.","('muss', 'muss')
('bieten', 'bieten')
('bewerten', 'bewerten')","('muss', 'VERB')
('bieten', 'VERB')
('bewerten', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('CCL', ' CCL')"
55,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Begründung für die Bewertung eines Nachweis-Items eines Sicherungsprojekts zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('spezifizieren', 'spezifizieren')","('muss', 'VERB')
('bieten', 'VERB')
('spezifizieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Begründung', ' Begründung')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
56,"Wenn ein Nachweis-Item eines Sicherungsprojekts mit anderen Nachweis-Items des Projekts über einen Nachweisrückverfolgbarkeitslink verbunden ist, muss die OPENCOSS-Plattform den Nutzer über die mögliche Abhängigkeit der Bewertung des Nachweis-Items von der Bewertung der anderen Nachweis-Items informieren.","('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('mögliche', 'möglich')
('anderen', 'ander')
('informieren', 'informieren')","('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')
('mögliche', 'ADJ')
('anderen', 'ADJ')
('informieren', 'VERB')","('Nachweisrückverfolgbarkeitslink', ' Nachweisrückverfolgbarkeitslink')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('mögliche Abhängigkeit', 'mögliche Abhängigkeit')
('anderen Nachweis-Items', 'anderen Nachwei Item')
('Nachweis-Item', ' Nachweis-Item')"
57,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Kriterien für die Bewertung der Nachweis-Items eines Sicherungsprojekts zu definieren.","('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')","('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('Kriterien', ' Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
58,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Kriterien für die Bewertung der Nachweis-Items eines Sicherungsprojekts zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')","('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('Kriterien', ' Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
59,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Projekts nach den Bewertungskriterien von Nachweis-Items aus anderen Sicherungsprojekten zu bewerten.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('bewerten', 'bewerten')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('bewerten', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('Sicherungsprojekten', 'Sicherung Projekt')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
60,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Bewertungskategorien für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts zu definieren.","('muss', 'muss')
('bieten', 'bieten')
('definieren', 'definieren')","('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('Bewertungskategorien', 'Bewertung Kategorie')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
61,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('definierten', 'definieren')
('ändern', 'ändern')","('muss', 'VERB')
('bieten', 'VERB')
('definierten', 'ADJ')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('für die Bewertungskriterien der Nachweis-Items eines Sicherungsprojekts definierten Bewertungskategorien', 'für die Bewertung Kriterien der Nachwei Item eines Sicherung Projekt definierten Bewertung Kategorie')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertungskriterien', 'Bewertung Kriterium')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
62,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Naschweis-Items eines Sicherungsprojekts mit Bewertungskategorien für die in anderen Projekten definierten Bewertungskriterien zu bewerten.","('muss', 'muss')
('bieten', 'bieten')
('anderen', 'ander')
('definierten', 'definieren')
('bewerten', 'bewerten')","('muss', 'VERB')
('bieten', 'VERB')
('anderen', 'ADJ')
('definierten', 'ADJ')
('bewerten', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('in anderen Projekten definierten Bewertungskriterien', 'in anderen Projekten definierten Bewertung Kriterium')
('Bewertungskategorien', 'Bewertung Kategorie')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Naschweis-Items', 'Naschwei Item')
('Projekten', ' Projekt')"
63,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Bewertung der Nachweis-Items eines Sicherungsprojekts bei Verfolgung der Änderungshistorie zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('ändern', 'ändern')","('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('Bewertung', ' Bewertung')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Verfolgung', ' Verfolgung')
('Änderungshistorie', 'Änderung Historie')"
64,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Aktionen, die für den Nachweisbeleg eines Sicherungsprojekts benötigt werden, als Ergebnis der Nachweisbewertung zu spezifizieren.","('muss', 'muss')
('bieten', 'bieten')
('benötigt', 'benötigen')
('spezifizieren', 'spezifizieren')","('muss', 'VERB')
('bieten', 'VERB')
('benötigt', 'VERB')
('spezifizieren', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweisbeleg')
('Nachweisbewertung', 'Nachwei Bewertung')
('Ergebnis', ' Ergebni')
('Aktionen', ' Aktion')"
65,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die als Ergebnis der Nachweisbewertung erhaltenen Informationen über auszuführende Aktionen in einem Sicherungsprojekts per E-Mail zu verschicken.","('muss', 'muss')
('bieten', 'bieten')
('erhaltenen', 'erhalten')
('auszuführende', 'auszuführende')
('verschicken', 'verschicken')","('muss', 'VERB')
('bieten', 'VERB')
('erhaltenen', 'ADJ')
('auszuführende', 'ADJ')
('verschicken', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('E-Mail', ' E-Mail')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('als Ergebnis der Nachweisbewertung erhaltenen Informationen', 'als Ergebni der Nachwei Bewertung erhaltenen Information')
('Ergebnis', ' Ergebni')
('Nachweisbewertung', 'Nachwei Bewertung')
('auszuführende Aktionen', 'auszuführende Aktion')"
66,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die als Ergebnis der Nachweisbewertung erhaltenen Nachweis-Items, die verknüpft sind mit Aktionen, welche im Nachweisbeleg eines Sicherungsprojekts benötigt werden, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('erhaltenen', 'erhalten')
('verknüpft', 'verknüpfen')
('benötigt', 'benötigen')
('anzugeben', 'angeben')","('muss', 'VERB')
('bieten', 'VERB')
('erhaltenen', 'ADJ')
('verknüpft', 'VERB')
('benötigt', 'VERB')
('anzugeben', 'VERB')","('als Ergebnis der Nachweisbewertung erhaltenen Nachweis-Items', 'als Ergebni der Nachwei Bewertung erhaltenen Nachwei Item')
('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('Aktionen', ' Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweisbeleg')
('Ergebnis', ' Ergebni')
('Nachweisbewertung', 'Nachwei Bewertung')"
67,"Wenn ein Nachweis-Item eines Sicherungsprojekts mit Aktionen verknüpft wurde, die als Ergebnis der Nachweisbewertung durchzuführen sind, muss die OPENCOSS-Plattform ein solches Nachweis-Item rot einfärben.","('verknüpft', 'verknüpfen')
('durchzuführen', 'durchführen')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')","('verknüpft', 'VERB')
('durchzuführen', 'VERB')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbewertung', 'Nachwei Bewertung')
('Nachweis-Item', ' Nachweis-Item')
('solches Nachweis-Item', 'solches Nachweis-Item')
('Ergebnis', ' Ergebni')
('Aktionen', ' Aktion')"
68,"Die OPENCOSS-Plattform muss den Status einer Aktion, die in einem Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderlich ist, falls dieser ""noch ausstehend"" oder ""adressiert"" ist, aufzeichnen.","('muss', 'muss')
('erforderlich', 'erforderlich')
('ausstehend', 'ausstehen')
('adressiert', 'adressieren')
('aufzeichnen', 'aufzeichnen')","('muss', 'VERB')
('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('adressiert', 'VERB')
('aufzeichnen', 'VERB')","('Aktion', ' Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Ergebnis', ' Ergebni')
('Nachweisbewertung', 'Nachwei Bewertung')
('Status', ' Status')"
69,"Die OPENCOSS-Plattform muss Aktionen, die in einem Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderlich sind, aufzeigen.","('muss', 'muss')
('erforderlich', 'erforderlich')
('aufzeigen', 'aufzeigen')","('muss', 'VERB')
('erforderlich', 'ADJ')
('aufzeigen', 'VERB')","('Aktionen', ' Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Ergebnis', ' Ergebni')
('Nachweisbewertung', 'Nachwei Bewertung')"
70,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Information, ob eine im Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderliche Aktion adressiert wurde, anzugeben.","('muss', 'muss')
('bieten', 'bieten')
('erforderliche', 'erforderlich')
('adressiert', 'adressieren')
('anzugeben', 'angeben')","('muss', 'VERB')
('bieten', 'VERB')
('erforderliche', 'ADJ')
('adressiert', 'VERB')
('anzugeben', 'VERB')","('Möglichkeit', ' Möglichkeit')
('Nutzer', ' Nutzer')
('im Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderliche Aktion', 'im Sicherung Projekt als Ergebni der Nachwei Bewertung erforderliche Aktion')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Information', ' Information')
('Ergebnis', ' Ergebni')
('Nachweisbewertung', 'Nachwei Bewertung')"
71,"Wenn der Status einer Aktion, die in einem Sicherungsprojekt als Ergebnis der Nachweisbewertung erforderlich ist, ""noch ausstehend"" ist, muss die OPENCOSS-Plattform eine solche Aktion rot einfärben.","('erforderlich', 'erforderlich')
('ausstehend', 'ausstehen')
('muss', 'muss')
('rot', 'rot')
('einfärben', 'einfärben')","('erforderlich', 'ADJ')
('ausstehend', 'ADJ')
('muss', 'VERB')
('rot', 'ADJ')
('einfärben', 'VERB')","('solche Aktion', 'solche Aktion')
('Aktion', ' Aktion')
('Sicherungsprojekt', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Ergebnis', ' Ergebni')
('Nachweisbewertung', 'Nachwei Bewertung')
('Status', ' Status')"
72,"Wenn alle in einem Sicherungsprojekts zu erbringenden Nachweis-Items gemäß dem Nachweis-Charakterisierungsmodell des Projekts erbracht wurden, muss die OPENCOSS-Plattform die Information, dass der Nachweisbeleg des Sicherungsprojekts als vollständig betrachtet werden kann, anzeigen.","('erbringenden', 'erbringend')
('erbracht', 'erbringen')
('muss', 'muss')
('vollständig', 'vollständig')
('betrachtet', 'betrachten')
('kann', 'können')
('anzeigen', 'anzeigen')","('erbringenden', 'ADJ')
('erbracht', 'VERB')
('muss', 'VERB')
('vollständig', 'ADJ')
('betrachtet', 'VERB')
('kann', 'VERB')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweisbeleg', ' Nachweisbeleg')
('in einem Sicherungsprojekts zu erbringenden Nachweis-Items', 'in einem Sicherung Projekt zu erbringenden Nachwei Item')
('Nachweis-Charakterisierungsmodell', 'Nachwei Charakterisierungs Modell')
('Information', ' Information')"
73,"Wenn der Nachweisbeleg eines Sicherungsprojekts als vollständig betrachtet wird, alle Nachweisrückverfolgbarkeitslinks des Projekts korrekt sind, es keine noch ausstehenden Aktionen im Projekt gibt und die aus externen Werkzeugen im Projekt importierten Informationen synchronisiert sind, muss die OPENCOSS-Plattform die Information, dass der Nachweisbeleg eines Sicherungsprojekts als angemessen betrachtet werden kann, anzeigen.","('vollständig', 'vollständig')
('betrachtet', 'betrachten')
('korrekt', 'korrekt')
('ausstehenden', 'ausstehend')
('gibt', 'geben')
('externen', 'extern')
('importierten', 'importieren')
('synchronisiert', 'synchronisiert')
('muss', 'muss')
('angemessen', 'anmessen')
('betrachtet', 'betrachten')
('kann', 'können')
('anzeigen', 'anzeigen')","('vollständig', 'ADJ')
('betrachtet', 'VERB')
('korrekt', 'ADJ')
('ausstehenden', 'ADJ')
('gibt', 'VERB')
('externen', 'ADJ')
('importierten', 'ADJ')
('synchronisiert', 'VERB')
('muss', 'VERB')
('angemessen', 'ADJ')
('betrachtet', 'VERB')
('kann', 'VERB')
('anzeigen', 'VERB')","('aus externen Werkzeugen im Projekt importierten Informationen', 'aus externen Werkzeugen im Projekt importierten Information')
('Sicherungsprojekts', 'Sicherung Projekt')
('Projekts', ' Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('externen Werkzeugen', 'externen Werkzeug')
('Projekt', ' Projekt')
('Nachweisbeleg', ' Nachweisbeleg')
('Nachweisrückverfolgbarkeitslinks', ' Nachweisrückverfolgbarkeitslinks')
('Information', ' Information')
('noch ausstehenden Aktionen', 'noch ausstehenden Aktion')"
74,"Wenn ein Nachweis-Item in einem Sicherungsprojekts geändert wird, muss die OPENCOSS-Plattform die von der Änderung betroffenen Nachweis-Items des Sicherungsprojekts anzeigen.","('geändert', 'ändern')
('muss', 'muss')
('betroffenen', 'betroffen')
('anzeigen', 'anzeigen')","('geändert', 'VERB')
('muss', 'VERB')
('betroffenen', 'ADJ')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderung', ' Änderung')
('von der Änderung betroffenen Nachweis-Items', 'von der Änderung betroffenen Nachwei Item')
('Nachweis-Item', ' Nachweis-Item')"
75,"Bei Änderung eines Nachweis-Items in einem Sicherungsprojekt, muss die OPENCOSS-Plattform, die Nachweisrückverfolgbarkeitslinks des von der Änderung betroffenen Sicherungsprojekts anzeigen.","('muss', 'muss')
('betroffenen', 'betroffen')
('anzeigen', 'anzeigen')","('muss', 'VERB')
('betroffenen', 'ADJ')
('anzeigen', 'VERB')","('Nachweis-Items', 'Nachwei Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Änderung', ' Änderung')
('von der Änderung betroffenen Sicherungsprojekts', 'von der Änderung betroffenen Sicherung Projekt')
('Nachweisrückverfolgbarkeitslinks', ' Nachweisrückverfolgbarkeitslinks')"
76,"Wenn bei Änderung eines Nachweis-Items eines Sicherungsprojekts andere Nachweis-Items betroffen sind, muss die OPENCOSS-Plattform vom Nutzer eine Änderungsbestätigung verlangen.","('andere', 'ander')
('betroffen', 'betreffen')
('muss', 'muss')
('verlangen', 'verlangen')","('andere', 'ADJ')
('betroffen', 'VERB')
('muss', 'VERB')
('verlangen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachwei Item')
('Nutzer', ' Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Änderungsbestätigung', 'Änderung Bestätigung')
('Änderung', ' Änderung')"
