,sentence,lemmatized,pos tags,noun chunks
10,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items eines Sicherungsprojekts zu löschen.","('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('löschen', 'löschen')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', 'Nutzer')
('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekt')
('Opencoss-Plattform', 'Opencoss Plattform')"
11,"Wenn ein Nutzer ein Nachweis-Item aus einem Sicherungsprojekt löschen möchte, muss die OPENCOSS-Plattform vom Nutzer eine Bestätigung für diese Aktion und die nachfolgenden damit verbundenen Aktionen anfordern.","('löschen', 'löschen')
('möchte', 'mögen')
('muss', 'muss')
('nachfolgenden', 'nachfolgend')
('Nutzer', 'Nutzer')
('Nachweis-Item', 'Nachweis-Item')
('Bestätigung', 'Bestätigung')
('Aktion', 'Aktion')
('Aktionen', 'Aktion')
('verbundenen', 'verbunden')
('anfordern', 'anfordern')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')","('löschen', 'VERB')
('möchte', 'VERB')
('muss', 'VERB')
('nachfolgenden', 'ADJ')
('verbundenen', 'ADJ')
('anfordern', 'VERB')","('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Aktion', 'Aktion')
('Nachweis-Item', 'Nachweis Item')
('Bestätigung', 'Bestätigung')
('nachfolgenden damit verbundenen Aktionen', 'nachfolgend damit verbunden Aktion')"
12,"Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird, muss die OPENCOSS-Plattform alle Beweisinformationen (Arten und Merkmale), die sich auf das Nachweis-Item aus dem Projekt beziehen löschen.","('gelöscht', 'löschen')
('wird', 'sein')
('muss', 'muss')
('Nachweis-Item', 'Nachweis-Item')
('Beweisinformationen', 'Beweisinformation')
('Arten', 'Art')
('Merkmale', 'Merkmal')
('Projekt', 'Projekt')
('beziehen', 'beziehen')
('löschen', 'löschen')
('Sicherungsprojekt', 'Sicherungsprojekt')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Beweisinformationen', 'Beweisinformation')","('gelöscht', 'VERB')
('muss', 'VERB')
('beziehen', 'VERB')","('Merkmale', 'Merkmal')
('Arten', 'Art')
('Beweisinformationen', 'Beweis Information')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachweis-Item', 'Nachweis Item')"
13,"Wenn ein Nachweis-Item aus einem Sicherungsprojekt gelöscht wird und sein zugehöriges Artefakt nicht mit anderen Nachweis-Items verbunden ist, muss die OPENCOSS-Plattform das Artefakt aus dem Projekt löschen.","('gelöscht', 'löschen')
('zugehöriges', 'zugehörig')
('Nachweis-Item', 'Nachweis-Item')
('Artefakt', 'Artefakt')
('Nachweis-Items', 'Nachweis-Item')
('Projekt', 'Projekt')
('anderen', 'ander')
('verbunden', 'verbinden')
('muss', 'muss')
('löschen', 'löschen')
('Sicherungsprojekt', 'Sicherungsprojekt')
('wird', 'sein')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')","('gelöscht', 'VERB')
('zugehöriges', 'ADJ')
('anderen', 'ADJ')
('verbunden', 'VERB')
('muss', 'VERB')","('Nachweis-Items', 'Nachweis Item')
('zugehöriges Artefakt', 'zugehörig Artefakt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')
('Projekt', 'Projekt')
('Nachweis-Item', 'Nachweis Item')
('Artefakt', 'Artefakt')"
14,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, die Informationen der Nachweis-Items eines Sicherungsprojekts zu ändern.","('muss', 'muss')
('bieten', 'bieten')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis-Item')
('ändern', 'ändern')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('ändern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Möglichkeit', 'Möglichkeit')
('Informationen', 'Information')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', ' Nachweis Item ein Sicherung Projekts')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
15,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Nachweis-Items in ein Sicherungsprojekt zu kopieren, die zuvor in einem anderen Sicherungsprojekt gespeichert wurden.","('muss', 'muss')
('Nutzer', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('kopieren', 'kopieren')
('anderen', 'ander')
('gespeichert', 'speichern')
('Sicherungsprojekt', 'Sicherungsprojekt')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('wurden', 'sein')","('muss', 'VERB')
('bieten', 'VERB')
('kopieren', 'VERB')
('anderen', 'ADJ')
('gespeichert', 'VERB')","('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', 'Nutzer')
('anderen Sicherungsprojekt', 'ander Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekt', 'Sicherung Projekt')"
16,"Die OPENCOSS-Plattform muss die Zeit und das Datum der Aktionen, die an den Nachweis-Items eines Sicherungsprojekts durchgeführt wurden, speichern.","('muss', 'muss')
('durchgeführt', 'durchführen')
('wurden', 'sein')
('Zeit', 'Zeit')
('Datum', 'Datum')
('Aktionen', 'Aktion')
('Nachweis-Items', 'Nachweis-Item')
('speichern', 'speichern')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('durchgeführt', 'VERB')
('speichern', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Datum', 'Datum')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Zeit', 'Zeit')
('Aktionen', 'Aktion')"
17,Die OPENCOSS-Plattform muss das Nachweis-Repository eines Sicherungsprojekts aus dessen Nachweis-Charakterisierungsmodell erstellen.,"('muss', 'muss')
('Nachweis-Repository', 'Nachweis-Repository')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('erstellen', 'erstellen')
('Nachweis-Repository', 'Nachweis-Repository')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')","('muss', 'VERB')
('erstellen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Repository', 'Nachweis Repository')
('das Nachweis-Repository eines Sicherungsprojekts', 'der Nachweis Repository ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierung Modell')"
18,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts als vollständig auszuzeichnen.","('muss', 'muss')
('bieten', 'bieten')
('vollständig', 'vollständig')
('auszuzeichnen', 'auszeichnen')
('Nutzer', 'Nutzer')
('Merkmalsspezifikationen', 'Merkmalsspezifikation')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('vollständig', 'ADJ')
('auszuzeichnen', 'VERB')","('Merkmalsspezifikationen', 'Merkmal Spezifikation')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Merkmalsspezifikationen des Nachweis-Items eines Sicherungsprojekts', 'Merkmal Spezifikation Nachweis Item ein Sicherung Projekt')
('Nutzer', 'Nutzer')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
19,"Wenn die Merkmalsspezifikatoin für ein Nachweis-Item eines Sicherungsprojekts als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item grün einfärben.","('vollständig', 'vollständig')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('angesehen', 'ansehen')
('muss', 'muss')
('grün', 'grün')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Merkmalsspezifikatoin', 'Merkmalsspezifikatoin')","('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('grün', 'ADJ')
('einfärben', 'VERB')","('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
20,"Wenn die Merkmalsspezifikation für ein Nachweis-Item eines Sicherungsprojekts nicht als vollständig angesehen wird, muss die OPENCOSS-Plattform das Nachweis-Item gelb einfärben.","('vollständig', 'vollständig')
('Merkmalsspezifikation', 'Merkmalsspezifikation')
('angesehen', 'ansehen')
('muss', 'muss')
('gelb', 'gelb')
('einfärben', 'einfärben')
('Nachweis-Item', 'Nachweis-Item')
('wird', 'sein')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('vollständig', 'ADJ')
('angesehen', 'VERB')
('muss', 'VERB')
('gelb', 'ADJ')
('einfärben', 'VERB')","('Merkmalsspezifikation', 'Merkmal Spezifikation')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Item', 'Nachweis Item')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
21,Die OPENCOSS-Plattform muss die Menge der Nachweis-Items eines Sicherungsprojekts mittels einer Baumansicht anzeigen.,"('muss', 'muss')
('Menge', 'Menge')
('Nachweis-Item', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('anzeigen', 'anzeigen')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Nachweis-Items', 'Nachweis-Item')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('anzeigen', 'VERB')","('Sicherungsprojekts', 'Sicherung Projekt')
('Baumansicht', 'Baum Ansicht')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Menge', 'Menge')"
22,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts Zwischenknoten in der Baumansicht zu definieren.","('muss', 'muss')
('Nuzter', 'Nutzer')
('Möglichkeit', 'Möglichkeit')
('Anzeige', 'Anzeige')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('bieten', 'bieten')
('definieren', 'definieren')
('Nutzer', 'Nutzer')
('Zwischenknoten', 'Zwischenknote')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('definieren', 'VERB')","('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Sicherungsprojekts', 'Sicherung Projekt')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Sicherungsprojekts Zwischenknoten', 'Sicherung Projekt Zwischen Knoten')"
23,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts Zwischenknoten in der Baumansicht zu modifizieren.","('muss', 'muss')
('Nuzter', 'Nutzer')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('bieten', 'bieten')
('modifizieren', 'modifizieren')
('Nutzer', 'Nutzer')
('Zwischenknoten', 'Zwischenknote')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('modifizieren', 'VERB')","('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Zwischenknoten', 'Zwischen Knoten')"
24,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts Zwischenknoten in der Baumansicht zu löschen.","('muss', 'muss')
('Möglichkeit', 'Möglichkeit')
('Nuzter', 'Nutzer')
('Baumansicht', 'Baumansicht')
('Nachweis-Items', 'Nachweis-Item')
('Anzeige', 'Anzeige')
('bieten', 'bieten')
('löschen', 'löschen')
('Nutzer', 'Nutzer')
('Zwischenknoten', 'Zwischenknote')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('löschen', 'VERB')","('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baum Ansicht')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Zwischenknoten', 'Zwischen Knoten')"
25,"Die OPENCOSS-Plattform muss dem Nutzer die Möglichkeit bieten, für die Anzeige der Nachweis-Items eines Sicherungsprojekts in der Baumansicht Zwischenknoten mit Nachweis-Items zu verknüpfen.","('muss', 'muss')
('Möglichkeit', 'Möglichkeit')
('Anzeige', 'Anzeige')
('Nutzer', 'Nutzer')
('Nachweis-Items', 'Nachweis-Item')
('Baumansicht', 'Baumansicht')
('Nachweis-Items', 'Nachweis-Item')
('bieten', 'bieten')
('verknüpfen', 'verknüpfen')
('Zwischenknoten', 'Zwischenknote')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')","('muss', 'VERB')
('bieten', 'VERB')
('verknüpfen', 'VERB')","('Zwischenknoten', 'Zwischen Knoten')
('Sicherungsprojekts', 'Sicherung Projekt')
('Anzeige', 'Anzeige')
('Möglichkeit', 'Möglichkeit')
('Nachweis-Items', 'Nachweis Item')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('Nutzer', 'Nutzer')
('Baumansicht', 'Baumansicht')
('Zwischenknoten', 'Zwischen Knoten')
('OPENCOSS-Plattform', 'Opencoss Plattform')"
26,"Wenn für ein Sicherungsprojekt ein Nachweis-Charakterisierungsmodell ausgewählt wurde, muss die OPENCOSS-Plattform Zwischenknoten für die Baumansicht zur Anzeige der Nachweis-Items eines Projekts gemäß dem Nachweis-Charakterisierungsmodell vorschlagen.","('ausgewählt', 'auswählen')
('Anzeige', 'Anzeige')
('Baumansicht', 'Baumansicht')
('Nachweis-Items', 'Nachweis-Item')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Projekts', 'Projekt')
('muss', 'muss')
('vorschlagen', 'vorschlagen')
('Zwischenknoten', 'Zwischenknote')
('Nachweis-Items', 'Nachweis-Item')
('OPENCOSS-Plattform', 'OPENCOSS-Plattform')
('Sicherungsprojekts', 'Sicherungsprojekt')
('Nachweis-Charakterisierungsmodell', 'Nachweis-Charakterisierungsmodell')
('Sicherungsprojekt', 'Sicherungsprojekt')","('ausgewählt', 'VERB')
('muss', 'VERB')
('vorschlagen', 'VERB')","('Zwischenknoten', 'Zwischen Knoten')
('Sicherungsprojekts', 'Sicherung Projekt')
('Anzeige', 'Anzeige')
('Baumansicht', 'Baum Ansicht')
('Nachweis-Items', 'Nachweis Item')
('Projekts', 'Projekt')
('Nachweis-Items eines Projekts', 'Nachweis Item ein Projekt')
('Nachweis-Items eines Sicherungsprojekts', 'Nachweis Item ein Sicherung Projekt')
('OPENCOSS-Plattform', 'Opencoss Plattform')
('Nachweis-Charakterisierungsmodell', 'Nachweis Charakterisierung Modell')"
